sutra,adhyaya,pada,num,text_slp1,text_iast,text_deva,kashika_available
7.2.68,7,2,68,viBAzA gamahanavidaviSAm,vibhāṣā gamahanavidaviśām,विभाषा गमहनविदविशाम्,no
7.2.69,7,2,69,saniMsasanivAMsam,saniṃsasanivāṃsam,सनिंससनिवांसम्,no
7.2.70,7,2,70,fdDanoH sye,ṛddhanoḥ sye,ऋद्धनोः स्ये,no
7.2.71,7,2,71,aYjeH sici,añjeḥ sici,अञ्जेः सिचि,no
7.2.72,7,2,72,stusuDUYByaH parasmEpadezu,stusudhūñbhyaḥ parasmaipadeṣu,स्तुसुधूञ्भ्यः परस्मैपदेषु,no
7.2.73,7,2,73,yamaramanamAtAM sak ca,yamaramanamātāṃ sak ca,यमरमनमातां सक् च,no
7.2.74,7,2,74,smipUNraYjvaSAM sani,smipūṅrañjvaśāṃ sani,स्मिपूङ्रञ्ज्वशां सनि,no
7.2.75,7,2,75,kiraSca paYcaByaH,kiraśca pañcabhyaḥ,किरश्च पञ्चभ्यः,no
7.2.76,7,2,76,rudAdiByaH sArvaDAtuke,rudādibhyaḥ sārvadhātuke,रुदादिभ्यः सार्वधातुके,no
7.2.77,7,2,77,ISaH se,īśaḥ se,ईशः से,no
7.2.78,7,2,78,IqajanorDve ca,īḍajanordhve ca,ईडजनोर्ध्वे च,no
7.2.79,7,2,79,liNaH salopo'nantyasya,liṅaḥ salopo'nantyasya,लिङः सलोपोऽनन्त्यस्य,no
7.2.80,7,2,80,ato yeyaH,ato yeyaḥ,अतो येयः,no
7.2.81,7,2,81,Ato NitaH,āto ṅitaḥ,आतो ङितः,no
7.2.82,7,2,82,Ane muk,āne muk,आने मुक्,no
7.2.83,7,2,83,IdAsaH,īdāsaḥ,ईदासः,no
7.2.84,7,2,84,azwana A viBaktO,aṣṭana ā vibhaktau,अष्टन आ विभक्तौ,no
7.2.85,7,2,85,rAyo hali,rāyo hali,रायो हलि,no
7.2.86,7,2,86,yuzmadasmadoranAdeSe,yuṣmadasmadoranādeśe,युष्मदस्मदोरनादेशे,no
7.2.87,7,2,87,dvitIyAyAM ca,dvitīyāyāṃ ca,द्वितीयायां च,no
7.2.88,7,2,88,praTamAyASca dvivacane BAzAyAm,prathamāyāśca dvivacane bhāṣāyām,प्रथमायाश्च द्विवचने भाषायाम्,no
7.2.89,7,2,89,yo'ci,yo'ci,योऽचि,no
7.2.90,7,2,90,Seze lopaH,śeṣe lopaḥ,शेषे लोपः,no
7.2.91,7,2,91,maparyantasya,maparyantasya,मपर्यन्तस्य,no
7.2.92,7,2,92,yuvAvO dvivacane,yuvāvau dvivacane,युवावौ द्विवचने,no
7.2.93,7,2,93,yUyavayO jasi,yūyavayau jasi,यूयवयौ जसि,no
7.2.94,7,2,94,tvAhO sO,tvāhau sau,त्वाहौ सौ,no
7.2.95,7,2,95,tuByamahyO Nayi,tubhyamahyau ṅayi,तुभ्यमह्यौ ङयि,no
7.2.96,7,2,96,tavamamO Nasi,tavamamau ṅasi,तवममौ ङसि,no
7.2.97,7,2,97,tvamAvekavacane,tvamāvekavacane,त्वमावेकवचने,no
7.2.98,7,2,98,pratyayottarapadayoSca,pratyayottarapadayośca,प्रत्ययोत्तरपदयोश्च,no
7.2.99,7,2,99,tricaturoH striyAM tisfcatasf,tricaturoḥ striyāṃ tisṛcatasṛ,त्रिचतुरोः स्त्रियां तिसृचतसृ,no
7.2.100,7,2,100,aci ra ftaH,aci ra ṛtaḥ,अचि र ऋतः,no
7.2.101,7,2,101,jarAyA jarasanyatarasyAm,jarāyā jarasanyatarasyām,जराया जरसन्यतरस्याम्,no
7.2.102,7,2,102,tyadAdInAmaH,tyadādīnāmaḥ,त्यदादीनामः,no
7.2.103,7,2,103,kimaH kaH,kimaḥ kaḥ,किमः कः,no
7.2.104,7,2,104,ku tihoH,ku tihoḥ,कु तिहोः,no
7.2.105,7,2,105,kvAti,kvāti,क्वाति,no
7.2.106,7,2,106,tadoH saH sAvanantyayoH,tadoḥ saḥ sāvanantyayoḥ,तदोः सः सावनन्त्ययोः,no
7.2.107,7,2,107,adasa O sulopaSca,adasa au sulopaśca,अदस औ सुलोपश्च,no
7.2.108,7,2,108,idamo maH,idamo maḥ,इदमो मः,no
7.2.109,7,2,109,daSca,daśca,दश्च,no
7.2.110,7,2,110,yaH sO,yaḥ sau,यः सौ,no
7.2.111,7,2,111,ido'y puMsi,ido'y puṃsi,इदोऽय् पुंसि,no
7.2.112,7,2,112,anApyakaH,anāpyakaḥ,अनाप्यकः,no
7.2.113,7,2,113,hali lopaH,hali lopaḥ,हलि लोपः,no
7.2.114,7,2,114,mfjervfdDiH,mṛjervṛddhiḥ,मृजेर्वृद्धिः,no
7.2.115,7,2,115,aco YRiti,aco ñṇiti,अचो ञ्णिति,no
7.2.116,7,2,116,ata upaDAyAH,ata upadhāyāḥ,अत उपधायाः,no
7.2.117,7,2,117,tadDitezvacAmAdeH,taddhiteṣvacāmādeḥ,तद्धितेष्वचामादेः,no
7.2.118,7,2,118,kiti ca,kiti ca,किति च,no
7.3.1,7,3,1,devikASiMSapAdityavAqdIrGasatraSreyasAmAt,devikāśiṃśapādityavāḍdīrghasatraśreyasāmāt,देविकाशिंशपादित्यवाड्दीर्घसत्रश्रेयसामात्,no
7.3.2,7,3,2,kekayamittrayupralayAnAM yAderiyaH,kekayamittrayupralayānāṃ yāderiyaḥ,केकयमित्त्रयुप्रलयानां यादेरियः,no
7.3.3,7,3,3,na yvAByAM padAntAByAm pUrvO tu tAByAmEc,na yvābhyāṃ padāntābhyām pūrvau tu tābhyāmaic,न य्वाभ्यां पदान्ताभ्याम् पूर्वौ तु ताभ्यामैच्,no
7.3.4,7,3,4,dvArAdInAM ca,dvārādīnāṃ ca,द्वारादीनां च,no
7.3.5,7,3,5,nyagroDasya ca kevalasya,nyagrodhasya ca kevalasya,न्यग्रोधस्य च केवलस्य,no
7.3.6,7,3,6,na karmavyatihAre,na karmavyatihāre,न कर्मव्यतिहारे,no
7.3.7,7,3,7,svAgatAdInAM ca,svāgatādīnāṃ ca,स्वागतादीनां च,no
7.3.8,7,3,8,SvAderiYi,śvāderiñi,श्वादेरिञि,no
7.3.9,7,3,9,padAntasyAnyatarasyAm,padāntasyānyatarasyām,पदान्तस्यान्यतरस्याम्,no
7.3.10,7,3,10,uttarapadasya,uttarapadasya,उत्तरपदस्य,no
7.3.11,7,3,11,avayavAdftoH,avayavādṛtoḥ,अवयवादृतोः,no
7.3.12,7,3,12,susarvArDAjjanapadasya,susarvārdhājjanapadasya,सुसर्वार्धाज्जनपदस्य,no
7.3.13,7,3,13,diSo'madrARAm,diśo'madrāṇām,दिशोऽमद्राणाम्,no
7.3.14,7,3,14,prAcAM grAmanagarARAm,prācāṃ grāmanagarāṇām,प्राचां ग्रामनगराणाम्,no
7.3.15,7,3,15,saMKyAyAH saMvatsarasaMKyasya ca,saṃkhyāyāḥ saṃvatsarasaṃkhyasya ca,संख्यायाः संवत्सरसंख्यस्य च,no
7.3.16,7,3,16,varzasyABavizyati,varṣasyābhaviṣyati,वर्षस्याभविष्यति,no
7.3.17,7,3,17,parimARAntasyAsaMjYASARayoH,parimāṇāntasyāsaṃjñāśāṇayoḥ,परिमाणान्तस्यासंज्ञाशाणयोः,no
7.3.18,7,3,18,je prozWapadAnAm,je proṣṭhapadānām,जे प्रोष्ठपदानाम्,no
7.3.19,7,3,19,hfdBagasinDvante pUrvapadasya ca,hṛdbhagasindhvante pūrvapadasya ca,हृद्भगसिन्ध्वन्ते पूर्वपदस्य च,no
7.3.20,7,3,20,anuSatikAdInAM ca,anuśatikādīnāṃ ca,अनुशतिकादीनां च,no
7.3.21,7,3,21,devatAdvandve ca,devatādvandve ca,देवताद्वन्द्वे च,no
7.3.22,7,3,22,nendrasya parasya,nendrasya parasya,नेन्द्रस्य परस्य,no
7.3.23,7,3,23,dIrGAcca varuRasya,dīrghācca varuṇasya,दीर्घाच्च वरुणस्य,no
7.3.24,7,3,24,prAcAM nagarAnte,prācāṃ nagarānte,प्राचां नगरान्ते,no
7.3.25,7,3,25,jaNgalaDenuvalajAntasya viBAzitamuttaram,jaṅgaladhenuvalajāntasya vibhāṣitamuttaram,जङ्गलधेनुवलजान्तस्य विभाषितमुत्तरम्,no
7.3.26,7,3,26,arDAt parimARasya pUrvasya tu vA,ardhāt parimāṇasya pūrvasya tu vā,अर्धात् परिमाणस्य पूर्वस्य तु वा,no
7.3.27,7,3,27,nAtaH parasya,nātaḥ parasya,नातः परस्य,no
7.3.28,7,3,28,pravAhaRasya Qe,pravāhaṇasya ḍhe,प्रवाहणस्य ढे,no
7.3.29,7,3,29,tatpratyayasya ca,tatpratyayasya ca,तत्प्रत्ययस्य च,no
7.3.30,7,3,30,naYaH SucISvarakzetrajYakuSalanipuRAnAm,nañaḥ śucīśvarakṣetrajñakuśalanipuṇānām,नञः शुचीश्वरक्षेत्रज्ञकुशलनिपुणानाम्,no
7.3.31,7,3,31,yaTAtaTayaTApurayoH paryAyeRa,yathātathayathāpurayoḥ paryāyeṇa,यथातथयथापुरयोः पर्यायेण,no
7.3.32,7,3,32,hanasto'ciRRaloH,hanasto'ciṇṇaloḥ,हनस्तोऽचिण्णलोः,no
7.3.33,7,3,33,Ato yuk ciRkftoH,āto yuk ciṇkṛtoḥ,आतो युक् चिण्कृतोः,no
7.3.34,7,3,34,nodAttopadeSasya mAntasyAnAcameH,nodāttopadeśasya māntasyānācameḥ,नोदात्तोपदेशस्य मान्तस्यानाचमेः,no
7.3.35,7,3,35,janivaDyoSca,janivadhyośca,जनिवध्योश्च,no
7.3.36,7,3,36,artihrIvlIrIknUyIkzmAyyAtAM puNRO,artihrīvlīrīknūyīkṣmāyyātāṃ puṅṇau,अर्तिह्रीव्लीरीक्नूयीक्ष्माय्यातां पुङ्णौ,no
7.3.37,7,3,37,SAcCAsAhvAvyAvepAM yuk,śācchāsāhvāvyāvepāṃ yuk,शाच्छासाह्वाव्यावेपां युक्,no
7.3.38,7,3,38,vo viDUnane juk,vo vidhūnane juk,वो विधूनने जुक्,no
7.3.39,7,3,39,lIlornuglukAvanyatarasyAM snehavipAtane,līlornuglukāvanyatarasyāṃ snehavipātane,लीलोर्नुग्लुकावन्यतरस्यां स्नेहविपातने,no
7.3.40,7,3,40,Biyo hetuBaye zuk,bhiyo hetubhaye ṣuk,भियो हेतुभये षुक्,no
7.3.41,7,3,41,sPAyo vaH,sphāyo vaḥ,स्फायो वः,no
7.3.42,7,3,42,SaderagatO taH,śaderagatau taḥ,शदेरगतौ तः,no
7.3.43,7,3,43,ruhaH po'nyatarasyAm,ruhaḥ po'nyatarasyām,रुहः पोऽन्यतरस्याम्,no
7.3.44,7,3,44,pratyayasTAt kAt pUrvasyAta idApyasupaH,pratyayasthāt kāt pūrvasyāta idāpyasupaḥ,प्रत्ययस्थात् कात् पूर्वस्यात इदाप्यसुपः,no
7.3.45,7,3,45,na yAsayoH,na yāsayoḥ,न यासयोः,no
7.3.46,7,3,46,udIcAmAtaH sTAne yakapUrvAyAH,udīcāmātaḥ sthāne yakapūrvāyāḥ,उदीचामातः स्थाने यकपूर्वायाः,no
7.3.47,7,3,47,BastrEzA'jAjYAdvAsvAnaYpUrvARAmapi,bhastraiṣā'jājñādvāsvānañpūrvāṇāmapi,भस्त्रैषाऽजाज्ञाद्वास्वानञ्पूर्वाणामपि,no
7.3.48,7,3,48,aBAzitapuMskAcca,abhāṣitapuṃskācca,अभाषितपुंस्काच्च,no
7.3.49,7,3,49,AdAcAryARAm,ādācāryāṇām,आदाचार्याणाम्,no
7.3.50,7,3,50,WasyekaH,ṭhasyekaḥ,ठस्येकः,no
7.3.51,7,3,51,isusuktAntAt kaH,isusuktāntāt kaḥ,इसुसुक्तान्तात् कः,no
7.3.52,7,3,52,cajoH ku GiRRyatoH,cajoḥ ku ghiṇṇyatoḥ,चजोः कु घिण्ण्यतोः,no
7.3.53,7,3,53,nyaNkvAdInAM ca,nyaṅkvādīnāṃ ca,न्यङ्क्वादीनां च,no
7.3.54,7,3,54,ho hanterYRinnezu,ho hanterñṇinneṣu,हो हन्तेर्ञ्णिन्नेषु,no
7.3.55,7,3,55,aByAsAcca,abhyāsācca,अभ्यासाच्च,no
7.3.56,7,3,56,heracaNi,heracaṅi,हेरचङि,no
7.3.57,7,3,57,sanliworjeH,sanliṭorjeḥ,सन्लिटोर्जेः,no
7.3.58,7,3,58,viBAzA ceH,vibhāṣā ceḥ,विभाषा चेः,no
7.3.59,7,3,59,na kvAdeH,na kvādeḥ,न क्वादेः,no
7.3.60,7,3,60,ajivrajyoSca,ajivrajyośca,अजिव्रज्योश्च,no
7.3.61,7,3,61,BujanyubjO pARyupatApayoH,bhujanyubjau pāṇyupatāpayoḥ,भुजन्युब्जौ पाण्युपतापयोः,no
7.3.62,7,3,62,prayAjAnuyAjO yajYANge,prayājānuyājau yajñāṅge,प्रयाजानुयाजौ यज्ञाङ्गे,no
7.3.63,7,3,63,vaYcergatO,vañcergatau,वञ्चेर्गतौ,no
7.3.64,7,3,64,oka ucaH ke,oka ucaḥ ke,ओक उचः के,no
7.3.65,7,3,65,Rya AvaSyake,ṇya āvaśyake,ण्य आवश्यके,no
7.3.66,7,3,66,yajayAcarucapravacarcaSca,yajayācarucapravacarcaśca,यजयाचरुचप्रवचर्चश्च,no
7.3.67,7,3,67,vaco'SabdasaMjYAyAm,vaco'śabdasaṃjñāyām,वचोऽशब्दसंज्ञायाम्,no
7.3.68,7,3,68,prayojyaniyojyO SakyArTe,prayojyaniyojyau śakyārthe,प्रयोज्यनियोज्यौ शक्यार्थे,no
7.3.69,7,3,69,BojyaM Bakzye,bhojyaṃ bhakṣye,भोज्यं भक्ष्ये,no
7.3.70,7,3,70,Gorlopo lewi vA,ghorlopo leṭi vā,घोर्लोपो लेटि वा,no
7.3.71,7,3,71,otaH Syani,otaḥ śyani,ओतः श्यनि,no
7.3.72,7,3,72,ksasyAci,ksasyāci,क्सस्याचि,no
7.3.73,7,3,73,lugvA duhadihalihaguhAmAtmanepade dantye,lugvā duhadihalihaguhāmātmanepade dantye,लुग्वा दुहदिहलिहगुहामात्मनेपदे दन्त्ये,no
7.3.74,7,3,74,SamAmazwAnAM dIrGaH Syani,śamāmaṣṭānāṃ dīrghaḥ śyani,शमामष्टानां दीर्घः श्यनि,no
7.3.75,7,3,75,zWivuklamucamAM Siti,ṣṭhivuklamucamāṃ śiti,ष्ठिवुक्लमुचमां शिति,no
7.3.76,7,3,76,kramaH parasmEpadezu,kramaḥ parasmaipadeṣu,क्रमः परस्मैपदेषु,no
7.3.77,7,3,77,izugamiyamAM CaH,iṣugamiyamāṃ chaḥ,इषुगमियमां छः,no
7.3.78,7,3,78,pAGrADmAsTAmnAdARdfSyarttisarttiSadasadAM pibajiGraDamatizWamanayacCapaSyarcCaDOSIyasIdAH,pāghrādhmāsthāmnādāṇdṛśyarttisarttiśadasadāṃ pibajighradhamatiṣṭhamanayacchapaśyarcchadhauśīyasīdāḥ,पाघ्राध्मास्थाम्नादाण्दृश्यर्त्तिसर्त्तिशदसदां पिबजिघ्रधमतिष्ठमनयच्छपश्यर्च्छधौशीयसीदाः,yes
7.3.79,7,3,79,jYAjanorjA,jñājanorjā,ज्ञाजनोर्जा,no
7.3.80,7,3,80,pvAdInAM hrasvaH,pvādīnāṃ hrasvaḥ,प्वादीनां ह्रस्वः,no
7.3.81,7,3,81,mInAternigame,mīnāternigame,मीनातेर्निगमे,no
7.3.82,7,3,82,miderguRaH,miderguṇaḥ,मिदेर्गुणः,no
7.3.83,7,3,83,jusi ca,jusi ca,जुसि च,no
7.3.84,7,3,84,sArvaDAtukArDaDAtukayoH,sārvadhātukārdhadhātukayoḥ,सार्वधातुकार्धधातुकयोः,no
7.3.85,7,3,85,jAgro'viciRRalNitsu,jāgro'viciṇṇalṅitsu,जाग्रोऽविचिण्णल्ङित्सु,no
7.3.86,7,3,86,pugantalaGUpaDasya ca,pugantalaghūpadhasya ca,पुगन्तलघूपधस्य च,no
7.3.87,7,3,87,nAByastasyAci piti sArvaDAtuke,nābhyastasyāci piti sārvadhātuke,नाभ्यस्तस्याचि पिति सार्वधातुके,no
7.3.88,7,3,88,BUsuvostiNi,bhūsuvostiṅi,भूसुवोस्तिङि,no
7.3.89,7,3,89,uto vfdDirluki hali,uto vṛddhirluki hali,उतो वृद्धिर्लुकि हलि,no
7.3.90,7,3,90,UrRoterviBAzA,ūrṇotervibhāṣā,ऊर्णोतेर्विभाषा,no
7.3.91,7,3,91,guRo'pfkte,guṇo'pṛkte,गुणोऽपृक्ते,no
7.3.92,7,3,92,tfRaha im,tṛṇaha im,तृणह इम्,no
7.3.93,7,3,93,bruva Iw,bruva īṭ,ब्रुव ईट्,no
7.3.94,7,3,94,yaNo vA,yaṅo vā,यङो वा,no
7.3.95,7,3,95,turustuSamyamaH sArvaDAtuke,turustuśamyamaḥ sārvadhātuke,तुरुस्तुशम्यमः सार्वधातुके,no
7.3.96,7,3,96,astisico'pfkte,astisico'pṛkte,अस्तिसिचोऽपृक्ते,no
7.3.97,7,3,97,bahulaM Candasi,bahulaṃ chandasi,बहुलं छन्दसि,no
7.3.98,7,3,98,rudaSca paYcaByaH,rudaśca pañcabhyaḥ,रुदश्च पञ्चभ्यः,no
7.3.99,7,3,99,aqgArgyagAlavayoH,aḍgārgyagālavayoḥ,अड्गार्ग्यगालवयोः,no
7.3.100,7,3,100,adaH sarvezAm,adaḥ sarveṣām,अदः सर्वेषाम्,no
7.3.101,7,3,101,ato dIrGo yaYi,ato dīrgho yañi,अतो दीर्घो यञि,no
7.3.102,7,3,102,supi ca,supi ca,सुपि च,no
7.3.103,7,3,103,bahuvacane Jalyet,bahuvacane jhalyet,बहुवचने झल्येत्,no
7.3.104,7,3,104,osi ca,osi ca,ओसि च,no
7.3.105,7,3,105,ANi cApaH,āṅi cāpaḥ,आङि चापः,no
7.3.106,7,3,106,sambudDO ca,sambuddhau ca,सम्बुद्धौ च,no
7.3.107,7,3,107,ambA'rTanadyorhrasvaH,ambā'rthanadyorhrasvaḥ,अम्बाऽर्थनद्योर्ह्रस्वः,no
7.3.108,7,3,108,hrasvasya guRaH,hrasvasya guṇaḥ,ह्रस्वस्य गुणः,no
7.3.109,7,3,109,jasi ca,jasi ca,जसि च,no
7.3.110,7,3,110,fto NisarvanAmasTAnayoH,ṛto ṅisarvanāmasthānayoḥ,ऋतो ङिसर्वनामस्थानयोः,no
7.3.111,7,3,111,GerNiti,gherṅiti,घेर्ङिति,no
7.3.112,7,3,112,ARnadyAH,āṇnadyāḥ,आण्नद्याः,no
7.3.113,7,3,113,yAqApaH,yāḍāpaḥ,याडापः,no
7.3.114,7,3,114,sarvanAmnaH syAqQrasvaSca,sarvanāmnaḥ syāḍḍhrasvaśca,सर्वनाम्नः स्याड्ढ्रस्वश्च,no
7.3.115,7,3,115,viBAzA dvitIyAtftIyAByAm,vibhāṣā dvitīyātṛtīyābhyām,विभाषा द्वितीयातृतीयाभ्याम्,no
7.3.116,7,3,116,NerAmnadyAmnIByaH,ṅerāmnadyāmnībhyaḥ,ङेराम्नद्याम्नीभ्यः,no
7.3.117,7,3,117,idudByAm,idudbhyām,इदुद्भ्याम्,no
7.3.118,7,3,118,Ot,aut,औत्,no
7.3.119,7,3,119,acca GeH,acca gheḥ,अच्च घेः,no
7.3.120,7,3,120,ANo nA'striyAm,āṅo nā'striyām,आङो नाऽस्त्रियाम्,no
7.4.1,7,4,1,RO caNyupaDAyA hrasvaH,ṇau caṅyupadhāyā hrasvaḥ,णौ चङ्युपधाया ह्रस्वः,no
7.4.2,7,4,2,nAglopiSAsvfditAm,nāglopiśāsvṛditām,नाग्लोपिशास्वृदिताम्,no
7.4.3,7,4,3,BrAjaBAsaBAzadIpajIvamIlapIqAmanyatarasyAm,bhrājabhāsabhāṣadīpajīvamīlapīḍāmanyatarasyām,भ्राजभासभाषदीपजीवमीलपीडामन्यतरस्याम्,no
7.4.4,7,4,4,lopaH pibaterIccAByAsasya,lopaḥ pibaterīccābhyāsasya,लोपः पिबतेरीच्चाभ्यासस्य,no
7.4.5,7,4,5,tizWaterit,tiṣṭhaterit,तिष्ठतेरित्,no
7.4.6,7,4,6,jiGratervA,jighratervā,जिघ्रतेर्वा,no
7.4.7,7,4,7,urft,urṛt,उरृत्,no
7.4.8,7,4,8,nityaM Candasi,nityaṃ chandasi,नित्यं छन्दसि,no
7.4.9,7,4,9,dayaterdigi liwi,dayaterdigi liṭi,दयतेर्दिगि लिटि,no
7.4.10,7,4,10,ftaSca saMyogAderguRaH,ṛtaśca saṃyogāderguṇaḥ,ऋतश्च संयोगादेर्गुणः,no
7.4.11,7,4,11,fcCatyFtAm,ṛcchatyṝtām,ऋच्छत्यॄताम्,no
7.4.12,7,4,12,SFdFprAM hrasvo vA,śṝdṝprāṃ hrasvo vā,शॄदॄप्रां ह्रस्वो वा,no
7.4.13,7,4,13,ke'RaH,ke'ṇaḥ,केऽणः,no
7.4.14,7,4,14,na kapi,na kapi,न कपि,no
7.4.15,7,4,15,Apo'nyatarasyAm,āpo'nyatarasyām,आपोऽन्यतरस्याम्,no
7.4.16,7,4,16,fdfSo'Ni guRaH,ṛdṛśo'ṅi guṇaḥ,ऋदृशोऽङि गुणः,no
7.4.17,7,4,17,asyatesTuk,asyatesthuk,अस्यतेस्थुक्,no
7.4.18,7,4,18,SvayateraH,śvayateraḥ,श्वयतेरः,no
7.4.19,7,4,19,pataH pum,pataḥ pum,पतः पुम्,no
7.4.20,7,4,20,vaca um,vaca um,वच उम्,no
7.4.21,7,4,21,SINaH sArvaDAtuke guRaH,śīṅaḥ sārvadhātuke guṇaḥ,शीङः सार्वधातुके गुणः,no
7.4.22,7,4,22,ayaN yi kNiti,ayaṅ yi kṅiti,अयङ् यि क्ङिति,no
7.4.23,7,4,23,upasargAdDrasva UhateH,upasargāddhrasva ūhateḥ,उपसर्गाद्ध्रस्व ऊहतेः,no
7.4.24,7,4,24,eterliNi,eterliṅi,एतेर्लिङि,no
7.4.25,7,4,25,akftsArvaDAtukayordIrGaH,akṛtsārvadhātukayordīrghaḥ,अकृत्सार्वधातुकयोर्दीर्घः,no
7.4.26,7,4,26,cvO ca,cvau ca,च्वौ च,no
7.4.27,7,4,27,rIN ftaH,rīṅ ṛtaḥ,रीङ् ऋतः,no
7.4.28,7,4,28,riN SayagliNkzu,riṅ śayagliṅkṣu,रिङ् शयग्लिङ्क्षु,no
7.4.29,7,4,29,guRo'rtisaMyogAdyoH,guṇo'rtisaṃyogādyoḥ,गुणोऽर्तिसंयोगाद्योः,no
7.4.30,7,4,30,yaNi ca,yaṅi ca,यङि च,no
7.4.31,7,4,31,I GrADmoH,ī ghrādhmoḥ,ई घ्राध्मोः,no
7.4.32,7,4,32,asya cvO,asya cvau,अस्य च्वौ,no
7.4.33,7,4,33,kyaci ca,kyaci ca,क्यचि च,no
7.4.34,7,4,34,aSanAyodanyaDanAyA buBukzApipAsAgardDezu,aśanāyodanyadhanāyā bubhukṣāpipāsāgarddheṣu,अशनायोदन्यधनाया बुभुक्षापिपासागर्द्धेषु,no
7.4.35,7,4,35,na cCandasyaputrasya,na cchandasyaputrasya,न च्छन्दस्यपुत्रस्य,no
7.4.36,7,4,36,durasyurdraviRasyurvfzaRyatirizaRyati,durasyurdraviṇasyurvṛṣaṇyatiriṣaṇyati,दुरस्युर्द्रविणस्युर्वृषण्यतिरिषण्यति,no
7.4.37,7,4,37,aSvAGasyAt,aśvāghasyāt,अश्वाघस्यात्,no
7.4.38,7,4,38,devasumnayoryajuzi kAWake,devasumnayoryajuṣi kāṭhake,देवसुम्नयोर्यजुषि काठके,no
7.4.39,7,4,39,kavyaDvarapftanasyarci lopaH,kavyadhvarapṛtanasyarci lopaḥ,कव्यध्वरपृतनस्यर्चि लोपः,no
7.4.40,7,4,40,dyatisyatimAsTAmitti kiti,dyatisyatimāsthāmitti kiti,द्यतिस्यतिमास्थामित्ति किति,no
7.4.41,7,4,41,SAcCoranyatarasyAm,śācchoranyatarasyām,शाच्छोरन्यतरस्याम्,no
7.4.42,7,4,42,daDAterhiH,dadhāterhiḥ,दधातेर्हिः,no
7.4.43,7,4,43,jahAteSca ktvi,jahāteśca ktvi,जहातेश्च क्त्वि,no
7.4.44,7,4,44,viBAzA Candasi,vibhāṣā chandasi,विभाषा छन्दसि,no
7.4.45,7,4,45,suDitavasuDitanemaDitaDizvaDizIya ca,sudhitavasudhitanemadhitadhiṣvadhiṣīya ca,सुधितवसुधितनेमधितधिष्वधिषीय च,no
7.4.46,7,4,46,do dad GoH,do dad ghoḥ,दो दद् घोः,no
7.4.47,7,4,47,aca upasargAttaH,aca upasargāttaḥ,अच उपसर्गात्तः,no
7.4.48,7,4,48,apo Bi,apo bhi,अपो भि,no
7.4.49,7,4,49,saH syArdDaDAtuke,saḥ syārddhadhātuke,सः स्यार्द्धधातुके,no
7.4.50,7,4,50,tAsastyorlopaH,tāsastyorlopaḥ,तासस्त्योर्लोपः,no
7.4.51,7,4,51,ri ca,ri ca,रि च,no
7.4.52,7,4,52,ha eti,ha eti,ह एति,no
7.4.53,7,4,53,yIvarRayordIDIvevyoH,yīvarṇayordīdhīvevyoḥ,यीवर्णयोर्दीधीवेव्योः,no
7.4.54,7,4,54,sani mImAGuraBalaBaSakapatapadAmaca is,sani mīmāghurabhalabhaśakapatapadāmaca is,सनि मीमाघुरभलभशकपतपदामच इस्,no
7.4.55,7,4,55,ApjYapyfDAmIt,āpjñapyṛdhāmīt,आप्ज्ञप्यृधामीत्,no
7.4.56,7,4,56,damBa icca,dambha icca,दम्भ इच्च,no
7.4.57,7,4,57,muco'karmakasya guRo vA,muco'karmakasya guṇo vā,मुचोऽकर्मकस्य गुणो वा,no
7.4.58,7,4,58,atra lopo'ByAsasya,atra lopo'bhyāsasya,अत्र लोपोऽभ्यासस्य,no
7.4.59,7,4,59,hrasvaH,hrasvaḥ,ह्रस्वः,no
7.4.60,7,4,60,halAdiH SezaH,halādiḥ śeṣaḥ,हलादिः शेषः,no
7.4.61,7,4,61,SarpUrvAH KayaH,śarpūrvāḥ khayaḥ,शर्पूर्वाः खयः,no
7.4.62,7,4,62,kuhoScuH,kuhoścuḥ,कुहोश्चुः,no
7.4.63,7,4,63,na kavateryaNi,na kavateryaṅi,न कवतेर्यङि,no
7.4.64,7,4,64,kfzeSCandasi,kṛṣeśchandasi,कृषेश्छन्दसि,no
7.4.65,7,4,65,dADartidarDartidarDarziboBUtutetikte'larzyApanIPaRatsaMsanizyadatkarikratkanikradadBariBraddaviDvatodavidyutattaritrataHsarIsfpataMvarIvfjanmarmfjyAganIgantIti ca,dādhartidardhartidardharṣibobhūtutetikte'larṣyāpanīphaṇatsaṃsaniṣyadatkarikratkanikradadbharibhraddavidhvatodavidyutattaritrataḥsarīsṛpataṃvarīvṛjanmarmṛjyāganīgantīti ca,दाधर्तिदर्धर्तिदर्धर्षिबोभूतुतेतिक्तेऽलर्ष्यापनीफणत्संसनिष्यदत्करिक्रत्कनिक्रदद्भरिभ्रद्दविध्वतोदविद्युतत्तरित्रतःसरीसृपतंवरीवृजन्मर्मृज्यागनीगन्तीति च,no
7.4.66,7,4,66,urat,urat,उरत्,no
7.4.67,7,4,67,dyutisvApyoH samprasAraRam,dyutisvāpyoḥ samprasāraṇam,द्युतिस्वाप्योः सम्प्रसारणम्,no
7.4.68,7,4,68,vyaTo liwi,vyatho liṭi,व्यथो लिटि,no
7.4.69,7,4,69,dIrGa iRaH kiti,dīrgha iṇaḥ kiti,दीर्घ इणः किति,no
7.4.70,7,4,70,ata AdeH,ata ādeḥ,अत आदेः,no
